order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,ExtractTime_x,source_x,late_delivery,latency_days,weekend,status_description,item_id,product_id,quantity,list_price_x,discount,ExtractTime_y,source_y,key,list_price_egp,product_name_order_item,brand_id_order_item,category_id_order_item,model_year_order_item,list_price_y,ExtractTime_order_item,source_order_item,product_name_product,brand_id_product,category_id_product,model_year_product,list_price,ExtractTime_product,source_product
859,644,4,2017-04-25,2017-04-26,2017-04-26,2,6,2024-04-28 17:37:45.251245,Oracle,False,0,False,Completed,5,36,2,832.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,39898.305123,Surly Troll Frameset - 2017,8,6,2017,832.99,2024-04-30 12:20:28.415583,DataLake,Surly Troll Frameset - 2017,8,6,2017,832.99,2024-04-30 12:20:28.415583,DataLake
860,473,4,2017-04-27,2017-04-29,2017-04-28,2,7,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,1,6,1,469.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,22511.440023,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 12:20:28.415583,DataLake,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 12:20:28.415583,DataLake
860,473,4,2017-04-27,2017-04-29,2017-04-28,2,7,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,2,24,2,549.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,26343.256023,Electra Townie Original 21D - 2016,1,2,2016,549.99,2024-04-30 12:20:28.415583,DataLake,Electra Townie Original 21D - 2016,1,2,2016,549.99,2024-04-30 12:20:28.415583,DataLake
860,473,4,2017-04-27,2017-04-29,2017-04-28,2,7,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,3,25,1,499.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,23948.371023,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,2024-04-30 12:20:28.415583,DataLake,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,2024-04-30 12:20:28.415583,DataLake
860,473,4,2017-04-27,2017-04-29,2017-04-28,2,7,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,4,58,2,4999.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,239488.021023,Trek Madone 9.2 - 2017,9,7,2017,4999.99,2024-04-30 12:20:28.415583,DataLake,Trek Madone 9.2 - 2017,9,7,2017,4999.99,2024-04-30 12:20:28.415583,DataLake
860,473,4,2017-04-27,2017-04-29,2017-04-28,2,7,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,5,95,2,299.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,14368.831023,"Electra Girl's Hawaii 1 16"" - 2017",1,1,2017,299.99,2024-04-30 12:20:28.415583,DataLake,"Electra Girl's Hawaii 1 16"" - 2017",1,1,2017,299.99,2024-04-30 12:20:28.415583,DataLake
861,1177,4,2017-04-27,2017-04-29,2017-04-30,2,7,2024-04-28 17:37:45.251245,Oracle,True,1,True,Completed,1,14,2,269.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,12931.900023,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-30 12:20:28.415583,DataLake,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-30 12:20:28.415583,DataLake
861,1177,4,2017-04-27,2017-04-29,2017-04-30,2,7,2024-04-28 17:37:45.251245,Oracle,True,1,True,Completed,2,62,1,3499.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,167641.471023,Trek Boone 7 - 2017,9,4,2017,3499.99,2024-04-30 12:20:28.415583,DataLake,Trek Boone 7 - 2017,9,4,2017,3499.99,2024-04-30 12:20:28.415583,DataLake
862,1230,4,2017-04-27,2017-04-30,2017-04-29,3,8,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,1,85,1,329.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,15805.762023,Haro Downtown 16 - 2017,2,1,2017,329.99,2024-04-30 12:20:28.415583,DataLake,Haro Downtown 16 - 2017,2,1,2017,329.99,2024-04-30 12:20:28.415583,DataLake
862,1230,4,2017-04-27,2017-04-30,2017-04-29,3,8,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,2,99,1,299.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,14368.831023,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,1,1,2017,299.99,2024-04-30 12:20:28.415583,DataLake,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,1,1,2017,299.99,2024-04-30 12:20:28.415583,DataLake
862,1230,4,2017-04-27,2017-04-30,2017-04-29,3,8,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,3,49,2,3499.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,167641.471023,Trek Domane SL 6 - 2017,9,7,2017,3499.99,2024-04-30 12:20:28.415583,DataLake,Trek Domane SL 6 - 2017,9,7,2017,3499.99,2024-04-30 12:20:28.415583,DataLake
863,446,4,2017-04-28,2017-04-30,2017-05-01,2,7,2024-04-28 17:37:45.251245,Oracle,True,1,True,Completed,1,93,2,209.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,10058.038023,Haro Shredder 20 Girls - 2017,2,1,2017,209.99,2024-04-30 12:20:28.415583,DataLake,Haro Shredder 20 Girls - 2017,2,1,2017,209.99,2024-04-30 12:20:28.415583,DataLake
864,902,4,2017-04-28,2017-04-30,2017-04-29,2,6,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,1,37,1,379.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,18200.647023,Haro Flightline One ST - 2017,2,6,2017,379.99,2024-04-30 12:20:28.415583,DataLake,Haro Flightline One ST - 2017,2,6,2017,379.99,2024-04-30 12:20:28.415583,DataLake
864,902,4,2017-04-28,2017-04-30,2017-04-29,2,6,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,2,65,2,346.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,16620.022923,Sun Bicycles Lil Bolt Type-R - 2017,7,3,2017,346.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Lil Bolt Type-R - 2017,7,3,2017,346.99,2024-04-30 12:20:28.415583,DataLake
864,902,4,2017-04-28,2017-04-30,2017-04-29,2,6,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,3,13,1,269.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,12931.900023,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 12:20:28.415583,DataLake,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 12:20:28.415583,DataLake
865,974,4,2017-04-29,2017-05-02,2017-05-01,2,6,2024-04-28 17:37:45.251245,Oracle,False,-1,True,Completed,1,109,2,416.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,19972.861923,Sun Bicycles Cruz 7 - Women's - 2017,7,2,2017,416.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Cruz 7 - Women's - 2017,7,2,2017,416.99,2024-04-30 12:20:28.415583,DataLake
865,974,4,2017-04-29,2017-05-02,2017-05-01,2,6,2024-04-28 17:37:45.251245,Oracle,False,-1,True,Completed,2,34,1,469.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,22511.440023,Trek Session DH 27.5 Carbon Frameset - 2017,9,6,2017,469.99,2024-04-30 12:20:28.415583,DataLake,Trek Session DH 27.5 Carbon Frameset - 2017,9,6,2017,469.99,2024-04-30 12:20:28.415583,DataLake
866,1410,4,2017-04-29,2017-04-30,2017-05-01,2,6,2024-04-28 17:37:45.251245,Oracle,True,1,True,Completed,2,67,2,250.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,12021.843723,Sun Bicycles Revolutions 24 - Girl's - 2017,7,3,2017,250.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Revolutions 24 - Girl's - 2017,7,3,2017,250.99,2024-04-30 12:20:28.415583,DataLake
866,1410,4,2017-04-29,2017-04-30,2017-05-01,2,6,2024-04-28 17:37:45.251245,Oracle,True,1,True,Completed,3,80,1,761.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,36497.568423,Sun Bicycles Brickell Tandem CB - 2017,7,3,2017,761.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Brickell Tandem CB - 2017,7,3,2017,761.99,2024-04-30 12:20:28.415583,DataLake
866,1410,4,2017-04-29,2017-04-30,2017-05-01,2,6,2024-04-28 17:37:45.251245,Oracle,True,1,True,Completed,4,13,2,269.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,12931.900023,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 12:20:28.415583,DataLake,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 12:20:28.415583,DataLake
867,97,4,2017-05-01,2017-05-03,2017-05-02,1,3,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,1,101,1,339.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,16284.739023,Electra Townie 7D (20-inch) - Boys' - 2017,1,1,2017,339.99,2024-04-30 12:20:28.415583,DataLake,Electra Townie 7D (20-inch) - Boys' - 2017,1,1,2017,339.99,2024-04-30 12:20:28.415583,DataLake
868,868,4,2017-05-01,2017-05-04,2017-05-02,1,3,2024-04-28 17:37:45.251245,Oracle,False,-2,False,Completed,1,46,1,1409.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,67535.278023,Haro SR 1.3 - 2017,2,6,2017,1409.99,2024-04-30 12:20:28.415583,DataLake,Haro SR 1.3 - 2017,2,6,2017,1409.99,2024-04-30 12:20:28.415583,DataLake
869,844,4,2017-05-01,2017-05-04,2017-05-02,2,7,2024-04-28 17:37:45.251245,Oracle,False,-2,False,Completed,1,7,1,3999.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,191590.321023,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,2024-04-30 12:20:28.415583,DataLake,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,2024-04-30 12:20:28.415583,DataLake
869,844,4,2017-05-01,2017-05-04,2017-05-02,2,7,2024-04-28 17:37:45.251245,Oracle,False,-2,False,Completed,2,106,2,449.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,21553.486023,Sun Bicycles Cruz 3 - 2017,7,2,2017,449.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Cruz 3 - 2017,7,2,2017,449.99,2024-04-30 12:20:28.415583,DataLake
869,844,4,2017-05-01,2017-05-04,2017-05-02,2,7,2024-04-28 17:37:45.251245,Oracle,False,-2,False,Completed,3,33,1,469.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,22511.440023,Surly Wednesday Frameset - 2017,8,6,2017,469.99,2024-04-30 12:20:28.415583,DataLake,Surly Wednesday Frameset - 2017,8,6,2017,469.99,2024-04-30 12:20:28.415583,DataLake
869,844,4,2017-05-01,2017-05-04,2017-05-02,2,7,2024-04-28 17:37:45.251245,Oracle,False,-2,False,Completed,4,55,2,2699.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,129323.311023,Trek Domane S 6 - 2017,9,7,2017,2699.99,2024-04-30 12:20:28.415583,DataLake,Trek Domane S 6 - 2017,9,7,2017,2699.99,2024-04-30 12:20:28.415583,DataLake
869,844,4,2017-05-01,2017-05-04,2017-05-02,2,7,2024-04-28 17:37:45.251245,Oracle,False,-2,False,Completed,5,65,2,346.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,16620.022923,Sun Bicycles Lil Bolt Type-R - 2017,7,3,2017,346.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Lil Bolt Type-R - 2017,7,3,2017,346.99,2024-04-30 12:20:28.415583,DataLake
870,1416,4,2017-05-01,2017-05-04,2017-05-02,2,6,2024-04-28 17:37:45.251245,Oracle,False,-2,False,Completed,1,63,1,3499.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,167641.471023,Trek Boone Race Shop Limited - 2017,9,4,2017,3499.99,2024-04-30 12:20:28.415583,DataLake,Trek Boone Race Shop Limited - 2017,9,4,2017,3499.99,2024-04-30 12:20:28.415583,DataLake
871,358,4,2017-05-02,2017-05-04,2017-05-03,2,7,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,1,106,1,449.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,21553.486023,Sun Bicycles Cruz 3 - 2017,7,2,2017,449.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Cruz 3 - 2017,7,2,2017,449.99,2024-04-30 12:20:28.415583,DataLake
871,358,4,2017-05-02,2017-05-04,2017-05-03,2,7,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,2,38,1,549.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,26343.256023,Haro Flightline Two 26 Plus - 2017,2,6,2017,549.99,2024-04-30 12:20:28.415583,DataLake,Haro Flightline Two 26 Plus - 2017,2,6,2017,549.99,2024-04-30 12:20:28.415583,DataLake
871,358,4,2017-05-02,2017-05-04,2017-05-03,2,7,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,3,30,2,999.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,47897.221023,Surly Ice Cream Truck Frameset - 2017,8,6,2017,999.99,2024-04-30 12:20:28.415583,DataLake,Surly Ice Cream Truck Frameset - 2017,8,6,2017,999.99,2024-04-30 12:20:28.415583,DataLake
871,358,4,2017-05-02,2017-05-04,2017-05-03,2,7,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,4,107,2,416.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,19972.861923,Sun Bicycles Cruz 7 - 2017,7,2,2017,416.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Cruz 7 - 2017,7,2,2017,416.99,2024-04-30 12:20:28.415583,DataLake
872,394,4,2017-05-03,2017-05-06,2017-05-06,1,3,2024-04-28 17:37:45.251245,Oracle,False,0,False,Completed,1,62,2,3499.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,167641.471023,Trek Boone 7 - 2017,9,4,2017,3499.99,2024-04-30 12:20:28.415583,DataLake,Trek Boone 7 - 2017,9,4,2017,3499.99,2024-04-30 12:20:28.415583,DataLake
872,394,4,2017-05-03,2017-05-06,2017-05-06,1,3,2024-04-28 17:37:45.251245,Oracle,False,0,False,Completed,2,53,1,749.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,35922.796023,Surly Ogre Frameset - 2017,8,7,2017,749.99,2024-04-30 12:20:28.415583,DataLake,Surly Ogre Frameset - 2017,8,7,2017,749.99,2024-04-30 12:20:28.415583,DataLake
873,829,4,2017-05-03,2017-05-05,2017-05-05,2,7,2024-04-28 17:37:45.251245,Oracle,False,0,False,Completed,1,32,2,469.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,22511.440023,Trek Farley Alloy Frameset - 2017,9,6,2017,469.99,2024-04-30 12:20:28.415583,DataLake,Trek Farley Alloy Frameset - 2017,9,6,2017,469.99,2024-04-30 12:20:28.415583,DataLake
874,661,4,2017-05-04,2017-05-05,2017-05-06,2,7,2024-04-28 17:37:45.251245,Oracle,True,1,False,Completed,1,56,1,5499.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,263436.871023,Trek Domane SLR 6 Disc - 2017,9,7,2017,5499.99,2024-04-30 12:20:28.415583,DataLake,Trek Domane SLR 6 Disc - 2017,9,7,2017,5499.99,2024-04-30 12:20:28.415583,DataLake
874,661,4,2017-05-04,2017-05-05,2017-05-06,2,7,2024-04-28 17:37:45.251245,Oracle,True,1,False,Completed,2,27,2,999.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,47897.221023,Surly Big Dummy Frameset - 2017,8,6,2017,999.99,2024-04-30 12:20:28.415583,DataLake,Surly Big Dummy Frameset - 2017,8,6,2017,999.99,2024-04-30 12:20:28.415583,DataLake
874,661,4,2017-05-04,2017-05-05,2017-05-06,2,7,2024-04-28 17:37:45.251245,Oracle,True,1,False,Completed,3,73,1,749.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,35922.796023,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99,2024-04-30 12:20:28.415583,DataLake
874,661,4,2017-05-04,2017-05-05,2017-05-06,2,7,2024-04-28 17:37:45.251245,Oracle,True,1,False,Completed,4,77,2,799.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,38317.681023,Electra Glam Punk 3i Ladies' - 2017,1,3,2017,799.99,2024-04-30 12:20:28.415583,DataLake,Electra Glam Punk 3i Ladies' - 2017,1,3,2017,799.99,2024-04-30 12:20:28.415583,DataLake
875,386,4,2017-05-05,2017-05-06,2017-05-08,1,3,2024-04-28 17:37:45.251245,Oracle,True,2,True,Completed,1,5,2,1320.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,63272.382723,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,2024-04-30 12:20:28.415583,DataLake,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,2024-04-30 12:20:28.415583,DataLake
875,386,4,2017-05-05,2017-05-06,2017-05-08,1,3,2024-04-28 17:37:45.251245,Oracle,True,2,True,Completed,2,15,2,529.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,25385.302023,Electra Moto 1 - 2016,1,3,2016,529.99,2024-04-30 12:20:28.415583,DataLake,Electra Moto 1 - 2016,1,3,2016,529.99,2024-04-30 12:20:28.415583,DataLake
875,386,4,2017-05-05,2017-05-06,2017-05-08,1,3,2024-04-28 17:37:45.251245,Oracle,True,2,True,Completed,3,14,1,269.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,12931.900023,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-30 12:20:28.415583,DataLake,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-30 12:20:28.415583,DataLake
875,386,4,2017-05-05,2017-05-06,2017-05-08,1,3,2024-04-28 17:37:45.251245,Oracle,True,2,True,Completed,4,111,1,470.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,22559.337723,Sun Bicycles Drifter 7 - Women's - 2017,7,2,2017,470.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Drifter 7 - Women's - 2017,7,2,2017,470.99,2024-04-30 12:20:28.415583,DataLake
876,1046,4,2017-05-05,2017-05-08,2017-05-06,2,7,2024-04-28 17:37:45.251245,Oracle,False,-2,False,Completed,1,17,2,429.0,0.2,2024-04-28 17:37:45.218693,Oracle,1,20548.1133,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,2024-04-30 12:20:28.415583,DataLake,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,2024-04-30 12:20:28.415583,DataLake
876,1046,4,2017-05-05,2017-05-08,2017-05-06,2,7,2024-04-28 17:37:45.251245,Oracle,False,-2,False,Completed,2,66,2,250.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,12021.843723,Sun Bicycles Revolutions 24 - 2017,7,3,2017,250.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Revolutions 24 - 2017,7,3,2017,250.99,2024-04-30 12:20:28.415583,DataLake
876,1046,4,2017-05-05,2017-05-08,2017-05-06,2,7,2024-04-28 17:37:45.251245,Oracle,False,-2,False,Completed,3,96,1,349.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,16763.716023,Electra Moto 3i (20-inch) - Boy's - 2017,1,1,2017,349.99,2024-04-30 12:20:28.415583,DataLake,Electra Moto 3i (20-inch) - Boy's - 2017,1,1,2017,349.99,2024-04-30 12:20:28.415583,DataLake
876,1046,4,2017-05-05,2017-05-08,2017-05-06,2,7,2024-04-28 17:37:45.251245,Oracle,False,-2,False,Completed,4,107,2,416.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,19972.861923,Sun Bicycles Cruz 7 - 2017,7,2,2017,416.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Cruz 7 - 2017,7,2,2017,416.99,2024-04-30 12:20:28.415583,DataLake
877,784,4,2017-05-06,2017-05-07,2017-05-08,2,6,2024-04-28 17:37:45.251245,Oracle,True,1,True,Completed,1,73,1,749.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,35922.796023,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99,2024-04-30 12:20:28.415583,DataLake
877,784,4,2017-05-06,2017-05-07,2017-05-08,2,6,2024-04-28 17:37:45.251245,Oracle,True,1,True,Completed,2,103,1,551.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,26439.051423,Sun Bicycles Streamway 3 - 2017,7,2,2017,551.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Streamway 3 - 2017,7,2,2017,551.99,2024-04-30 12:20:28.415583,DataLake
878,224,4,2017-05-07,2017-05-10,2017-05-09,1,3,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,1,103,1,551.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,26439.051423,Sun Bicycles Streamway 3 - 2017,7,2,2017,551.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Streamway 3 - 2017,7,2,2017,551.99,2024-04-30 12:20:28.415583,DataLake
878,224,4,2017-05-07,2017-05-10,2017-05-09,1,3,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,2,13,1,269.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,12931.900023,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 12:20:28.415583,DataLake,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 12:20:28.415583,DataLake
878,224,4,2017-05-07,2017-05-10,2017-05-09,1,3,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,3,6,2,469.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,22511.440023,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 12:20:28.415583,DataLake,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 12:20:28.415583,DataLake
878,224,4,2017-05-07,2017-05-10,2017-05-09,1,3,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,4,18,2,449.0,0.05,2024-04-28 17:37:45.218693,Oracle,1,21506.0673,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,2024-04-30 12:20:28.415583,DataLake,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,2024-04-30 12:20:28.415583,DataLake
879,214,4,2017-05-08,2017-05-09,2017-05-09,2,7,2024-04-28 17:37:45.251245,Oracle,False,0,False,Completed,1,100,2,489.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,23469.394023,Electra Townie 3i EQ (20-inch) - Boys' - 2017,1,1,2017,489.99,2024-04-30 12:20:28.415583,DataLake,Electra Townie 3i EQ (20-inch) - Boys' - 2017,1,1,2017,489.99,2024-04-30 12:20:28.415583,DataLake
879,214,4,2017-05-08,2017-05-09,2017-05-09,2,7,2024-04-28 17:37:45.251245,Oracle,False,0,False,Completed,2,2,2,749.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,35922.796023,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 12:20:28.415583,DataLake,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 12:20:28.415583,DataLake
879,214,4,2017-05-08,2017-05-09,2017-05-09,2,7,2024-04-28 17:37:45.251245,Oracle,False,0,False,Completed,4,82,1,659.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,31612.003023,Electra Amsterdam Original 3i Ladies' - 2017,1,3,2017,659.99,2024-04-30 12:20:28.415583,DataLake,Electra Amsterdam Original 3i Ladies' - 2017,1,3,2017,659.99,2024-04-30 12:20:28.415583,DataLake
880,1206,4,2017-05-08,2017-05-11,2017-05-10,2,6,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,1,28,2,2499.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,119743.771023,Surly Karate Monkey 27.5+ Frameset - 2017,8,6,2017,2499.99,2024-04-30 12:20:28.415583,DataLake,Surly Karate Monkey 27.5+ Frameset - 2017,8,6,2017,2499.99,2024-04-30 12:20:28.415583,DataLake
880,1206,4,2017-05-08,2017-05-11,2017-05-10,2,6,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,2,95,1,299.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,14368.831023,"Electra Girl's Hawaii 1 16"" - 2017",1,1,2017,299.99,2024-04-30 12:20:28.415583,DataLake,"Electra Girl's Hawaii 1 16"" - 2017",1,1,2017,299.99,2024-04-30 12:20:28.415583,DataLake
880,1206,4,2017-05-08,2017-05-11,2017-05-10,2,6,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,3,5,1,1320.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,63272.382723,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,2024-04-30 12:20:28.415583,DataLake,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,2024-04-30 12:20:28.415583,DataLake
880,1206,4,2017-05-08,2017-05-11,2017-05-10,2,6,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,4,26,1,599.99,0.1,2024-04-28 17:37:45.218693,Oracle,1,28738.141023,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,2024-04-30 12:20:28.415583,DataLake,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,2024-04-30 12:20:28.415583,DataLake
880,1206,4,2017-05-08,2017-05-11,2017-05-10,2,6,2024-04-28 17:37:45.251245,Oracle,False,-1,False,Completed,5,66,1,250.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,12021.843723,Sun Bicycles Revolutions 24 - 2017,7,3,2017,250.99,2024-04-30 12:20:28.415583,DataLake,Sun Bicycles Revolutions 24 - 2017,7,3,2017,250.99,2024-04-30 12:20:28.415583,DataLake
881,1024,4,2017-05-08,2017-05-11,2017-05-11,3,9,2024-04-28 17:37:45.251245,Oracle,False,0,False,Completed,1,98,1,489.99,0.07,2024-04-28 17:37:45.218693,Oracle,1,23469.394023,Electra Straight 8 3i (20-inch) - Boy's - 2017,1,1,2017,489.99,2024-04-30 12:20:28.415583,DataLake,Electra Straight 8 3i (20-inch) - Boy's - 2017,1,1,2017,489.99,2024-04-30 12:20:28.415583,DataLake
881,1024,4,2017-05-08,2017-05-11,2017-05-11,3,9,2024-04-28 17:37:45.251245,Oracle,False,0,False,Completed,2,50,1,5999.99,0.2,2024-04-28 17:37:45.218693,Oracle,1,287385.721023,Trek Silque SLR 7 Women's - 2017,9,7,2017,5999.99,2024-04-30 12:20:28.415583,DataLake,Trek Silque SLR 7 Women's - 2017,9,7,2017,5999.99,2024-04-30 12:20:28.415583,DataLake
881,1024,4,2017-05-08,2017-05-11,2017-05-11,3,9,2024-04-28 17:37:45.251245,Oracle,False,0,False,Completed,3,64,2,489.99,0.05,2024-04-28 17:37:45.218693,Oracle,1,23469.394023,Electra Townie Original 7D - 2017,1,3,2017,489.99,2024-04-30 12:20:28.415583,DataLake,Electra Townie Original 7D - 2017,1,3,2017,489.99,2024-04-30 12:20:28.415583,DataLake
